Date,Treatment_Plot,Quadrat,Cover class,Spp,Notes
9/8/2022,R3,Q4,4,Boehmeria cylindrica,
9/8/2022,R3,Q4,2,Bidens frondosa,
9/8/2022,R3,Q4,2,Woody debris,
9/8/2022,R3,Q4,2,Scutellaria lateriflora,
9/8/2022,R3,Q4,1,Acer saccharinum,
9/8/2022,R3,Q4,1,Pilea pumila,
9/8/2022,R3,Q4,1,Symphyotrichum lanceolatum,
9/8/2022,R3,Q5,5,Bidens frondosa,
9/8/2022,R3,Q5,3,Solidago canadensis,
9/8/2022,R3,Q5,2,Scutellaria lateriflora,
9/8/2022,R3,Q5,1,Boehmeria cylindrica,
9/8/2022,R3,Q5,1,Pilea pumila,
9/8/2022,R3,Q5,1,Acer saccharinum,
9/8/2022,R3,Q5,1,Woody debris,
